id_person_dim,surname,forename,person_title,person_role,alt_name,m_f
 1546,O\'Donnell,E.J.,NULL,NULL,NULL,NULL
 1547,DeVere,Danny,NULL,NULL,NULL,NULL
 1548,Christie,George,NULL,NULL,NULL,NULL
 1549,Hamilton,Jim,NULL,NULL,NULL,NULL
 1551,Lasruck,John,NULL,NULL,NULL,NULL
 1552,Howard,Wayne,NULL,NULL,NULL,NULL
 1554,Rollins,Bobby,NULL,NULL,NULL,NULL
 1555,Erickson,Stephen,NULL,NULL,NULL,NULL
 1556,Hyatt,Joseph,NULL,NULL,NULL,NULL
 1557,Howard,Larry,NULL,NULL,NULL,NULL
 1559,Baker,Jeff,NULL,NULL,NULL,NULL
 1560,Ryan,Norma,NULL,NULL,NULL,NULL
 1561,Paini,Russell,NULL,NULL,NULL,NULL
 1562,Borden,Todd,NULL,NULL,NULL,NULL
 1563,Gruskin,Mitchell,NULL,NULL,NULL,NULL
 1564,Tutton,Ken,NULL,NULL,NULL,NULL
 1565,Egan,Robert J.,NULL,NULL,NULL,NULL
 1567,Tong,Richard E.,NULL,NULL,NULL,NULL
 1568,Fllowers,Brady,NULL,NULL,NULL,NULL
 1569,Mullins,Gary,NULL,NULL,NULL,NULL
 1570,Fuller,Lana,NULL,NULL,NULL,NULL
 1572,Gardner,J.H.,NULL,NULL,NULL,NULL
 1573,Martin,Gary,NULL,NULL,NULL,NULL
 1574,Foston,Stephen,NULL,NULL,NULL,NULL
 1575,Halcums,Bob,NULL,NULL,NULL,NULL
 1576,Simpson,Edward,III,NULL,NULL,NULL
 1577,Martinez,Jes퀌_s A,NULL,NULL,NULL,NULL
 1578,Kitchen,Dixie,Mrs,NULL,NULL,NULL
 1579,Blue Mountain Camp,NULL,NULL,NULL,NULL,NULL
 1580,Garofalo,Vincent,NULL,NULL,NULL,NULL
 1581,Ryan,Johnny,NULL,NULL,NULL,NULL
 1582,Lahmann,Ed,NULL,NULL,NULL,NULL
 1583,Sipe,Larry D.,NULL,NULL,NULL,NULL
 1584,Glut,Don,NULL,NULL,NULL,NULL
 1585,Froese,Dick,NULL,NULL,NULL,NULL
 1586,Gass,Miike,NULL,NULL,NULL,NULL
 1587,Kelbaugh,Paul,NULL,NULL,NULL,NULL
 1588,Bailey,Marc,NULL,NULL,NULL,NULL
 1589,O\'Baid,Richard,NULL,NULL,NULL,NULL
 1590,Bennett,Norman,NULL,NULL,NULL,NULL
 1250,NULL,NULL,The Flowerpower League,NULL,NULL,NULL
 1591,Wachter,John,NULL,NULL,NULL,NULL
 1592,Raybourne,Larry,NULL,NULL,NULL,NULL
 1593,Rohrer,Deborah,NULL,NULL,NULL,NULL
 1594,Lebar,John,NULL,NULL,NULL,NULL
 1595,Corber,Brian,NULL,NULL,NULL,NULL
 1416,Davidson,John,NULL,NULL,NULL,NULL
 1596,Boylan,Owen,NULL,NULL,NULL,NULL
 1597,Backer,Alan,NULL,NULL,NULL,NULL
 1598,Hartman,Lane,NULL,NULL,NULL,NULL
 1600,Haworth,Allen,NULL,NULL,NULL,NULL
 1601,Brown,Dannie,NULL,NULL,NULL,NULL
 1603,Solof,Bruce,NULL,NULL,NULL,NULL
 1604,Ostapkovich,John,NULL,NULL,NULL,NULL
 1605,Hurd,Tom,NULL,NULL,NULL,NULL
 1606,Mecca,Joseph,NULL,NULL,NULL,NULL
 1607,Steinke,Tom,NULL,NULL,NULL,NULL
 1608,Lapka,Jeff,NULL,NULL,NULL,NULL
 1609,Lustman,Jeffrey,NULL,NULL,NULL,NULL
 1610,Campbell,Ken,NULL,NULL,NULL,NULL
 1611,Dutelle,Danny,NULL,NULL,NULL,NULL
 1612,Tuerffs,Deborah,NULL,NULL,NULL,NULL
 1613,Polwort,Steve,NULL,NULL,NULL,NULL
 1614,Schultz,Joel,NULL,NULL,NULL,NULL
 1615,Krasakove,Dave,NULL,NULL,NULL,NULL
 1616,Ingersoll,William,NULL,NULL,NULL,NULL
 1617,Ferguson,George,NULL,NULL,NULL,NULL
 1618,Nakayama,Dean,NULL,NULL,NULL,NULL
 1619,Ferguson,Clay,NULL,NULL,NULL,NULL
 1620,Chambers,Gary,NULL,NULL,NULL,NULL
 1621,Berlowitz,Dion,NULL,NULL,NULL,NULL
 1622,Abraham,Felice,NULL,NULL,NULL,NULL
 1623,Pearl,Barry,NULL,NULL,NULL,NULL
 1624,Resnick,Michael,NULL,NULL,NULL,NULL
 1625,Kobola,Frank,NULL,NULL,NULL,NULL
 1626,Konior,Robert,NULL,NULL,NULL,NULL
 1627,Berman,Bruce,NULL,NULL,NULL,NULL
 1628,Strell,Jeff,NULL,NULL,NULL,NULL
 1629,Greenberger,Robert,NULL,NULL,NULL,NULL
 1630,Zabrocki,Paul,NULL,NULL,NULL,NULL
 1631,O\'Brien,Bill,NULL,NULL,NULL,NULL
 1632,O\'Brien,Dennis,NULL,NULL,NULL,NULL
 1633,Tolces,Theodore,NULL,NULL,NULL,NULL
 1634,Bloom,Rodney L.,II,NULL,NULL,NULL
 1635,Kreps,Matthew,NULL,NULL,NULL,NULL
 1636,Clover,Becky,NULL,NULL,NULL,NULL
 1637,Conner,James,NULL,NULL,NULL,NULL
 1638,Sorrells,Ron,NULL,NULL,NULL,NULL
 1639,Ellis,Bradley D.,NULL,NULL,NULL,NULL
 1640,Giadrosich,Roger,NULL,NULL,NULL,NULL
 1641,McGovern,Tom,NULL,NULL,NULL,NULL
 1642,Teller,Enric,NULL,NULL,NULL,NULL
 1643,Weir,Larry J.,NULL,NULL,NULL,NULL
 1644,Prosise,Jesse,"RFO, KOF",NULL,NULL,NULL
 1645,White,Laurine,NULL,NULL,NULL,NULL
 1646,Conger,Wally,NULL,NULL,NULL,NULL
 1647,Howard,Rex,NULL,NULL,NULL,NULL
 1648,Westbrook,Jeff,NULL,NULL,NULL,NULL
 1649,Mine,Cary,NULL,NULL,NULL,NULL
 1650,Henley,Bill,Jr.,NULL,NULL,NULL
 1651,Higgins,Michael P.,NULL,NULL,NULL,NULL
 1652,Roland,Bruce,NULL,NULL,NULL,NULL
 1653,Davis,George,NULL,NULL,NULL,NULL
 1654,Michelinie,David B.,NULL,NULL,NULL,NULL
 1655,Powers,Tim,NULL,NULL,NULL,NULL
 1656,Cole,Juan,NULL,NULL,NULL,NULL
 1657,Dornbrock,Joe,NULL,NULL,NULL,NULL
 1658,Katz,Steven,NULL,NULL,NULL,NULL
 1659,Brandwein,Jack,NULL,NULL,NULL,NULL
 1660,Luksenburg,Stan,NULL,NULL,NULL,NULL
 1662,Gunther,C. S.,NULL,NULL,NULL,NULL
 1663,Melton,Bill,NULL,NULL,NULL,NULL
 1664,Romeo,David,NULL,NULL,NULL,NULL
 1665,Romeo,Gary,PMM,NULL,NULL,NULL
 1666,Reaves,J. Michael,NULL,NULL,NULL,NULL
 1667,Odin,NULL,NULL,NULL,NULL,NULL
 1668,Rogers,Peter,NULL,NULL,NULL,NULL
 1669,Berlin,Jeff H.,NULL,NULL,NULL,NULL
 1670,Dandrea,John,NULL,NULL,NULL,NULL
 1671,Bolick,J. Alan,NULL,NULL,NULL,NULL
 1672,Jones,Jerry,"RFO, KOF",NULL,NULL,NULL
 1673,Raisz,Kathy,NULL,NULL,NULL,NULL
 1674,Ranker,John,"R.F.O., T.T.B., K.F.O.",NULL,NULL,NULL
 1675,Floyd,Todd,NULL,NULL,NULL,NULL
 1676,Carp,Matthew,NULL,NULL,NULL,NULL
 1677,Harrah,Michael,NULL,NULL,NULL,NULL
 1678,Podrazik,Wally,NULL,NULL,NULL,NULL
 1679,Baron,Mike,NULL,NULL,NULL,NULL
 1680,Creighton,Bill,NULL,NULL,NULL,NULL
 1681,Oyerly,Dave,NULL,NULL,NULL,NULL
 1682,Durell,Rick,NULL,NULL,NULL,NULL
 1683,Forman,G.,NULL,NULL,NULL,NULL
 1684,Johnson,Chuck,NULL,NULL,NULL,NULL
 1685,Williams,Gary W.,NULL,NULL,NULL,NULL
 1686,Suriano,Gregory,NULL,NULL,NULL,NULL
 1687,Lefkoski,Eddie,Jr.,NULL,NULL,NULL
 1688,Corbin,Yorke,NULL,NULL,NULL,NULL
 1690,Grondin,Jim,NULL,NULL,NULL,NULL
 1691,Peoples,Galen G.,NULL,NULL,NULL,NULL
 1692,Preston,Neal,NULL,NULL,NULL,NULL
 1693,Cormier,Robert,NULL,NULL,NULL,NULL
 1695,Jennings,Thomas,NULL,NULL,NULL,NULL
 1696,Stover,Louie,NULL,NULL,NULL,NULL
 1697,St. Ours,Harry,NULL,NULL,NULL,NULL
 1698,Benenson,Bert P.J.,NULL,NULL,NULL,NULL
 1699,Fitzgerald,Johnny,NULL,NULL,NULL,NULL
 1700,Thompson,Matthew,NULL,NULL,NULL,NULL
 1701,Bury,Greg,NULL,NULL,NULL,NULL
 1702,Crissey,Paul M.,NULL,NULL,NULL,NULL
 1703,Bomboy,Susan,Mrs.,NULL,NULL,NULL
 1705,Beer,Morris,NULL,NULL,NULL,NULL
 1706,Gibson,Jim,NULL,NULL,NULL,NULL
 1707,Shevall,Francoise,NULL,NULL,NULL,NULL
 1708,Huie,Ralph,NULL,NULL,NULL,NULL
 1709,Christopherson,Lee,NULL,NULL,NULL,NULL
 1710,Greene,Keith,NULL,NULL,NULL,NULL
 1711,McGill University Marvel Comic Book Society,NULL,NULL,NULL,NULL,NULL
 1712,Perrin,Steve,NULL,NULL,NULL,NULL
 1713,Robbins,Billy,NULL,NULL,NULL,NULL
 1714,Frederick,Scott,NULL,NULL,NULL,NULL
 1715,Fernandez,Lucy,NULL,NULL,NULL,NULL
 1716,Fernandez,Joseph,NULL,NULL,NULL,NULL
 1717,Sutton,Gail,NULL,NULL,NULL,NULL
 1718,Kunkel,James E.,NULL,NULL,NULL,NULL
 1719,Levy,Bruce,NULL,NULL,NULL,NULL
 1720,Apostal,Chris,NULL,NULL,NULL,NULL
 1721,Hall,Bruce,NULL,NULL,NULL,NULL
 1722,Ruffin,Gardner,NULL,NULL,NULL,NULL
 1723,Oxford,Beth,NULL,NULL,NULL,NULL
 1724,Friedrich,Mike,NULL,NULL,NULL,NULL
 1725,Hill,David,NULL,NULL,NULL,NULL
 1727,Johnson,John,NULL,NULL,NULL,NULL
 1728,Grace,David,NULL,NULL,NULL,NULL
 1729,Scarfo,Patrick,NULL,NULL,NULL,NULL
 1730,Spence,Allen,NULL,NULL,NULL,NULL
 1731,Boehmler,Chuck,NULL,NULL,NULL,NULL
 1734,Smith,Charles,NULL,NULL,NULL,NULL
 1735,Grenn,Marlin,NULL,NULL,NULL,NULL
 1736,Kark,Steve,NULL,NULL,NULL,NULL
 1737,Lewis,Dave,NULL,NULL,NULL,NULL
 1738,Kaufman,Lew,NULL,NULL,NULL,NULL
 1739,Wendrow,Art,NULL,NULL,NULL,NULL
 1740,Lasruk,John,NULL,NULL,NULL,NULL
 1741,Kamishlian,Isabelle,NULL,NULL,NULL,NULL
 1742,Magnus,J. Geoffrey,NULL,NULL,NULL,NULL
 1743,Lampton,Chris,NULL,NULL,NULL,NULL
 1744,Foss,Ronn,NULL,NULL,NULL,NULL
 1745,Davis,Billy,NULL,NULL,NULL,NULL
 1746,Roberge,John,NULL,NULL,NULL,NULL
 1747,Turner,Stewart,NULL,NULL,NULL,NULL
 1748,Donahue,Clayton,NULL,NULL,NULL,NULL
 1749,Rowe,William,NULL,NULL,NULL,NULL
 1750,Acciavatti,Jadene G.,NULL,NULL,NULL,NULL
 1751,Hughes,J.L.,NULL,NULL,NULL,NULL
 1752,Kendall,Jack O.,NULL,NULL,NULL,NULL
 1753,McCord,William,NULL,NULL,NULL,NULL
 1754,Bieterman,Mike,NULL,NULL,NULL,NULL
 1755,Biggers,Jerry,Jr.,NULL,NULL,NULL
 1756,Heng,Achiko,Miss,NULL,NULL,NULL
 1757,Reynolds,Michelle,NULL,NULL,NULL,NULL
 1758,Key,Joseph,NULL,NULL,NULL,NULL
 1759,Rothermich,Derill,NULL,NULL,NULL,NULL
 1760,Bowers,Frank,NULL,NULL,NULL,NULL
 1761,Valentine,Tom,NULL,NULL,NULL,NULL
 1762,Perrin,Steve,NULL,NULL,NULL,NULL
 1763,Barnett,Brif,NULL,NULL,NULL,NULL
 1764,Watson,Stephen,NULL,NULL,NULL,NULL
 1765,St. Onge,Steve,NULL,NULL,NULL,NULL
 1767,Polozola,Joey,NULL,NULL,NULL,NULL
 1768,O\'donnell,Tara,NULL,NULL,NULL,NULL
 1769,Clothier,David,NULL,NULL,NULL,NULL
 1770,Schulenburg,Juli,NULL,NULL,NULL,NULL
 1771,Hornback,Gary,NULL,NULL,NULL,NULL
 1772,Arbunich,Marty,NULL,NULL,NULL,NULL
 1773,Kagan,Shel,NULL,NULL,NULL,NULL
 1774,Lester,Greg,NULL,NULL,NULL,NULL
 1775,Clark,Keith,NULL,NULL,NULL,NULL
 1776,Cockrum,Dave,NULL,NULL,NULL,NULL
 1777,Will,Chris,NULL,NULL,NULL,NULL
 1778,Winn,Susan,NULL,NULL,NULL,NULL
 1779,Willits,Dennis,NULL,NULL,NULL,NULL
 1780,Drago,Robert,NULL,NULL,NULL,NULL
 1781,Prater,Jesse,NULL,NULL,NULL,NULL
 1782,Lampton,Chris,NULL,NULL,NULL,NULL
 1783,Macapagal,Diosdado,Jr.,NULL,NULL,NULL
 1784,Haendiges,Mike,NULL,NULL,NULL,NULL
 1785,Wilde,Kraisden,NULL,NULL,NULL,NULL
 1786,Noonchester,Ed,NULL,NULL,NULL,NULL
 1787,Smith,Dave,NULL,NULL,NULL,NULL
 1788,Hunt,Kevin,NULL,NULL,NULL,NULL
 1789,Carter,George,NULL,NULL,NULL,NULL
 1790,Lilian,Guy H.,III,NULL,NULL,NULL
 1791,Wilson,Steve,NULL,NULL,NULL,NULL
 1792,Henry,Nick,NULL,NULL,NULL,NULL
 1793,Winiewicz,David,NULL,NULL,NULL,NULL
 1794,Strubel,Duwanna,NULL,NULL,NULL,NULL
 1795,Engel,Stuart,NULL,NULL,NULL,NULL
 1796,Williams,Charles,NULL,NULL,NULL,NULL
 1797,Wildstein,Charles,NULL,NULL,NULL,NULL
 1798,Holden,Elizabeth,NULL,NULL,NULL,NULL
 1799,Erickson,Steve,NULL,NULL,NULL,NULL
 1800,Lucas,Kathy,NULL,NULL,NULL,NULL
 1801,Holmes,Marilyn,NULL,NULL,NULL,NULL
 1802,Baez,Carlos,NULL,NULL,NULL,NULL
 1804,Marchese,Jack,NULL,NULL,NULL,NULL
 1805,Howarth,Matthew,NULL,NULL,NULL,NULL
 1806,Meed,Mark,NULL,NULL,NULL,NULL
 1808,Nespor,Robert,NULL,NULL,NULL,NULL
 1807,Lucus,Delayne,NULL,NULL,NULL,NULL
 1809,Mason,Linda Ann,NULL,NULL,NULL,NULL
 1810,Ilsevich,Bob,NULL,NULL,NULL,NULL
 1811,Buchbinder,Harvey,NULL,NULL,NULL,NULL
 1813,Dietrich,Jeffrey,NULL,NULL,NULL,NULL
 1814,Bophardt,Mike,NULL,NULL,NULL,NULL
 1816,Nester,Tom,NULL,NULL,NULL,NULL
 1817,Berman,David,NULL,NULL,NULL,NULL
 1818,Baptiste,Les,NULL,NULL,NULL,NULL
 1819,Snyder,Clyde,NULL,NULL,NULL,NULL
 1820,Caufey,Lindy Marie,NULL,NULL,NULL,NULL
 1821,Lund,Mark,NULL,NULL,NULL,NULL
 1822,Ellsworth,John,NULL,NULL,NULL,NULL
 1823,Wilson,Lynn,NULL,NULL,NULL,NULL
 1824,Hebbela,Tom,NULL,NULL,NULL,NULL
 1825,Glisson,Tom,NULL,NULL,NULL,NULL
 1826,Edmonson,Garland W.,Jr.,NULL,NULL,NULL
 1828,John,Ben,NULL,NULL,NULL,NULL
 1827,Cooper,Henry,NULL,NULL,NULL,NULL
 1829,Clark,Dan,NULL,NULL,NULL,NULL
 1830,Keefe,Rick,NULL,NULL,NULL,NULL
 1832,Rader,Tom,NULL,NULL,NULL,NULL
 1831,Arturs,Gary,NULL,NULL,NULL,NULL
 1833,Quaid,Jim,NULL,NULL,NULL,NULL
 1834,Faller,Jerry,NULL,NULL,NULL,NULL
 1835,Tuzman,Marty,NULL,NULL,NULL,NULL
 1836,Olson,David,NULL,NULL,NULL,NULL
 1837,Scogin,Rick,NULL,NULL,NULL,NULL
 1838,Loudin,Bill,NULL,NULL,NULL,NULL
 1839,Goles,Kathy,NULL,NULL,NULL,NULL
 1840,McCray,Tim,NULL,NULL,NULL,NULL
 1841,Maheswari,Shailendra,NULL,NULL,NULL,NULL
 1842,White,Tim,NULL,NULL,NULL,NULL
 1843,Sinks,Preston,NULL,NULL,NULL,NULL
 1844,Lerner,Fred,NULL,NULL,NULL,NULL
 1845,Meschwitz,Jim,NULL,NULL,NULL,NULL
 1846,Mathias,D. Wayne,NULL,NULL,NULL,NULL
 1847,Bausch,Ann,NULL,NULL,NULL,NULL
 1848,Stackhouse,Jeff,NULL,NULL,NULL,NULL
 1849,Root,Sid,NULL,NULL,NULL,NULL
 1850,Snyder,Pete,NULL,NULL,NULL,NULL
 1851,Johnson,Scott,NULL,NULL,NULL,NULL
 1852,Smith,D.,NULL,NULL,NULL,NULL
 1853,Steinke,R.,NULL,NULL,NULL,NULL
 1854,Tillman,S.,NULL,NULL,NULL,NULL
 1855,Brown,Mike,NULL,NULL,NULL,NULL
 1856,Koivisto,Rodney,NULL,NULL,NULL,NULL
 1857,Scranton,Laird,NULL,NULL,NULL,NULL
 1858,Ambrose,Michael,NULL,NULL,NULL,NULL
 1859,Rodel,Max G.,NULL,NULL,NULL,NULL
 1860,Lilliefors,Jim D.,NULL,NULL,NULL,NULL
 1861,Aicich,Peter,NULL,NULL,NULL,NULL
 1862,Pearlman,Steven,NULL,NULL,NULL,NULL
 1863,Trento,Salvatore M.,NULL,NULL,NULL,NULL
 1865,Shinners,Donald,NULL,NULL,NULL,NULL
 1866,Andrade,Sergio J.,NULL,NULL,NULL,NULL
 1867,Carrothers,Dave,NULL,NULL,NULL,NULL
 1869,Monech,Douglas,NULL,NULL,NULL,NULL
 1868,Black,J.M.,NULL,NULL,NULL,NULL
 1870,Raleigh,Kent,Jr.,NULL,NULL,NULL
 1871,Hitz,Kip,NULL,NULL,NULL,NULL
 1878,Porter,Dennis,NULL,NULL,NULL,NULL
 1879,Mazuck,Frank,NULL,NULL,NULL,NULL
 1880,Pierce,Jeff,NULL,NULL,NULL,NULL
 1881,Lomazoff,David,NULL,NULL,NULL,NULL
 1882,Telafar,Neil,NULL,NULL,NULL,NULL
 1883,Hunsberger,Steve,NULL,NULL,NULL,NULL
 1884,Singer,Randy,NULL,NULL,NULL,NULL
 1872,Nathan,Richard,NULL,NULL,NULL,NULL
 1886,Hollingsworth,Jane C.,NULL,NULL,NULL,NULL
 1887,Burden,William,NULL,NULL,NULL,NULL
 1888,Lee,Brien,NULL,NULL,NULL,NULL
 1885,DeLaTorre,William,NULL,NULL,NULL,NULL
 1889,Muson,Mitchell,NULL,NULL,NULL,NULL
 1890,Taylor,Dan,NULL,NULL,NULL,NULL
 1891,Veglia,David M.,PMM,NULL,NULL,NULL
 1892,Hayes,Bill,NULL,NULL,NULL,NULL
 1894,Enjaven,Eurlion,NULL,NULL,NULL,NULL
 1893,Rein,David,NULL,NULL,NULL,NULL
 1895,Horowitz,D.,NULL,NULL,NULL,NULL
 1896,Morgensen,Gary,NULL,NULL,NULL,NULL
 1897,Starr,Jane,NULL,NULL,NULL,NULL
 1898,Jacot,Mike,NULL,NULL,NULL,NULL
 1899,Risedorf,Randy,NULL,NULL,NULL,NULL
 1900,Rosenfield,Steve,NULL,NULL,NULL,NULL
 1901,Martin,Jack,NULL,NULL,NULL,NULL
 1902,Noble,Andy,NULL,NULL,NULL,NULL
 1903,Cockrum,Dave,NULL,NULL,NULL,NULL
 1904,Thiel,Paul,NULL,NULL,NULL,NULL
 1905,Hutler,Charles,NULL,NULL,NULL,NULL
 1906,Silvestri,Frank,NULL,NULL,NULL,NULL
 1907,Martens,Curtis,NULL,NULL,NULL,NULL
 1908,Russo,Ray,NULL,NULL,NULL,NULL
 1909,Phillips,Glenn,NULL,NULL,NULL,NULL
 1910,Steel,William F.,NULL,NULL,NULL,NULL
 1911,Friedberg,Jeffrey A.,NULL,NULL,NULL,NULL
 1912,Friedman,Gloria,NULL,NULL,NULL,NULL
 1913,Mosier,Loren,NULL,NULL,NULL,NULL
 1914,Skytta,Darryl,NULL,NULL,NULL,NULL
 1915,Burroughs,Carola,NULL,NULL,NULL,NULL
 1916,Trainor,Joseph,NULL,NULL,NULL,NULL
 1917,Stapleton,Bobby,NULL,NULL,NULL,NULL
 1918,Harrison,Philip,NULL,NULL,NULL,NULL
 1919,Krieger,Bill,NULL,NULL,NULL,NULL
 1920,Curtis,Mary,Mrs.,NULL,NULL,NULL
 1921,Florez,Richard,NULL,NULL,NULL,NULL
 1923,Knight,Larry,NULL,NULL,NULL,NULL
 1924,Chadwick,Frank,NULL,NULL,NULL,NULL
 1926,Holman,Jack,NULL,NULL,NULL,NULL
 1927,McGuirk,Carole,NULL,NULL,NULL,NULL
 1928,Michael,Bob,NULL,NULL,NULL,NULL
 1929,Russ,William F.,NULL,NULL,NULL,NULL
 1930,Richley,Jack E.,NULL,NULL,NULL,NULL
 1931,David,Gary A.,NULL,NULL,NULL,NULL
 1932,Davis,Janey,NULL,NULL,NULL,NULL
 1933,nagua,Diane,NULL,NULL,NULL,NULL
 1934,Brisette,Robert,NULL,NULL,NULL,NULL
 1935,Schorfheide,Alice Jean,NULL,NULL,NULL,NULL
 1936,Krohn,W.A.,NULL,NULL,NULL,NULL
 1937,Howlett,Allen,Jr,NULL,NULL,NULL
 1938,Krajco,Kathy Sue,NULL,NULL,NULL,NULL
 1939,Stumpp,Stephen,NULL,NULL,NULL,NULL
 1940,Glespen,Dominick,NULL,NULL,NULL,NULL
 1941,Hutto,Cecil,NULL,NULL,NULL,NULL
 1942,Sheffield,NULL,NULL,NULL,NULL,NULL
 1943,Macchio,Ralph,NULL,NULL,NULL,NULL
 1944,Clow,Christopher,NULL,NULL,NULL,NULL
 1945,Schesta,Wayne,NULL,NULL,NULL,NULL
 1946,Brenner,J.,NULL,NULL,NULL,NULL
 1947,Wormstedt,Bill,NULL,NULL,NULL,NULL
 1948,O\'Conner,Tim,NULL,NULL,NULL,NULL
 1949,Rodgers,Jim,NULL,NULL,NULL,NULL
 1950,Rodi,Bob,NULL,NULL,NULL,NULL
 1953,Huff,Jim,NULL,NULL,NULL,NULL
 1955,Bryant,Michael,NULL,NULL,NULL,NULL
 1956,Hall,Jody,NULL,NULL,NULL,NULL
 1957,Schuck,Brian,NULL,NULL,NULL,NULL
 1958,Purvis,Harry G.,NULL,NULL,NULL,NULL
 1959,Olenuk,Bob,NULL,NULL,NULL,NULL
 1960,Silver,Lee,Jr.,NULL,NULL,NULL
 1961,Rohal,Jim,NULL,NULL,NULL,NULL
 1962,Golden,Jimmy,NULL,NULL,NULL,NULL
 1963,Van Winkle,Evelyn,NULL,NULL,NULL,NULL
 1964,Shearer,P. Walt,NULL,NULL,NULL,NULL
 1965,Cwiklinski,Carl,NULL,NULL,NULL,NULL
 1966,Petersen,Kevin,NULL,NULL,NULL,NULL
 1967,Jaschek,Walter,NULL,NULL,NULL,NULL
 1968,Seybert,David,NULL,NULL,NULL,NULL
 1969,Allen,Dennis,NULL,NULL,NULL,NULL
 1970,Schwartz,Dan,NULL,NULL,NULL,NULL
 1971,Whalen,Chief,NULL,NULL,NULL,NULL
 1972,Harris,Ron,NULL,NULL,NULL,NULL
 1973,Robinson,Gary L.,NULL,NULL,NULL,NULL
 1974,Kuhne,Michael,Sgt.,NULL,NULL,NULL
 1975,Milroy,Randy,NULL,NULL,NULL,NULL
 1976,Alroy,Mike,TTB,NULL,NULL,NULL
 1977,Giannetti,Robert,NULL,NULL,NULL,NULL
 1978,Keil,Leo,NULL,NULL,NULL,NULL
 1979,Decker,Gary,"RFO, QNS, KOF",NULL,NULL,NULL
 1980,Sladek,Gary,NULL,NULL,NULL,NULL
 1981,Kirby,Kenneth,NULL,NULL,NULL,NULL
 1982,Watgen,Phil,NULL,NULL,NULL,NULL
 1983,Morgan,Kevin,NULL,NULL,NULL,NULL
 1984,Ruszka,Jim,NULL,NULL,NULL,NULL
 1985,Conway,Gerard,NULL,NULL,NULL,NULL
 1986,Heenan,Frank,NULL,NULL,NULL,NULL
 1988,Hulcher,Norman E.,NULL,NULL,NULL,NULL
 1989,Davis,Owen,NULL,NULL,NULL,NULL
 1097,NULL,unsigned,NULL,NULL,NULL,NULL
 1991,Weber,Richard,NULL,NULL,NULL,NULL
 1992,Geller,Henry,NULL,NULL,NULL,NULL
 1993,Hitchcock,Bill,NULL,NULL,NULL,NULL
 1994,Helmstetter,Carl H.,NULL,NULL,NULL,NULL
 1995,Ford,Robert,NULL,NULL,NULL,NULL
 1996,Gardiner,George,NULL,NULL,NULL,NULL
 1997,Bandoli,Dick,NULL,NULL,NULL,NULL
 1998,Gionson,Melvin,NULL,NULL,NULL,NULL
 1999,Landau,Dennie,NULL,NULL,NULL,NULL
 2000,Mancuso,Peter,NULL,NULL,NULL,NULL
 2001,Cirkoth,John,NULL,NULL,NULL,NULL
 2003,Ellison,Harlan,NULL,NULL,NULL,NULL
 2004,Lord,Glenn,NULL,NULL,NULL,NULL
 2006,Thompson,Don,NULL,NULL,NULL,NULL
 2007,Schwed,Roger,NULL,NULL,NULL,NULL
 2008,Oseland,Brad,NULL,NULL,NULL,NULL
 2009,Daniels,Harry,NULL,NULL,NULL,NULL
 2010,Cooper,Keith,NULL,NULL,NULL,NULL
 2011,Renne,Kolya,NULL,NULL,NULL,NULL
 2012,Saffel,Steve,NULL,NULL,NULL,NULL
 2013,Helms,Keith,NULL,NULL,NULL,NULL
 2014,Hoppe,R.,NULL,NULL,NULL,NULL
 2015,Clement,Steve,NULL,NULL,NULL,NULL
 2016,Zak,Mark,NULL,NULL,NULL,NULL
 2017,Hamada,Charles,NULL,NULL,NULL,NULL
 2018,Sherrill,Grant,NULL,NULL,NULL,NULL
 2019,Omes,Ed G.,NULL,NULL,NULL,NULL
 2023,Burke,Kenneth,NULL,NULL,NULL,NULL
 1812,Martin,Jim,NULL,NULL,NULL,NULL
 2024,Rourke,Tim,NULL,NULL,NULL,NULL
 2025,Hoffman,Charles,NULL,NULL,NULL,NULL
 2026,LeCates,Charles S.,NULL,NULL,NULL,NULL
 2027,Williams,Kevin,NULL,NULL,NULL,NULL
 2028,Biegal,Michael,NULL,NULL,NULL,NULL
 2029,Berryhill,Dale,NULL,NULL,NULL,NULL
 2030,Schutkeker,John,NULL,NULL,NULL,NULL
 2031,Royer,Craig,NULL,NULL,NULL,NULL
 2032,Goyette,Chad B.,NULL,NULL,NULL,NULL
 2035,Brower,Nan,NULL,NULL,NULL,NULL
 2036,Harvey,Harold Aberdeen,NULL,NULL,NULL,NULL
 2037,Howard,Denys,NULL,NULL,NULL,NULL
 2038,Robinson,Richard E.,B.S.,NULL,NULL,NULL
 2039,The Lawgiver,NULL,NULL,NULL,NULL,NULL
 2040,Rigdon,Edward,NULL,NULL,NULL,NULL
 2034,Blunt,Phil,NULL,NULL,NULL,NULL
 2041,Daugherty,Dan,NULL,NULL,NULL,NULL
 2042,Landry,Dale,NULL,NULL,NULL,NULL
 2043,Sobel,Harvey,NULL,NULL,NULL,NULL
 2044,Stover,Robin,NULL,NULL,NULL,NULL
 2045,Dravis,Bruce,NULL,NULL,NULL,NULL
 2046,Clancey,Brian,NULL,NULL,NULL,NULL
 2047,Vanous,Roger,RFO,NULL,NULL,NULL
 2048,Rodriguez,Albert,NULL,NULL,NULL,NULL
 2049,Transue,David L.,NULL,NULL,NULL,NULL
 2050,Navarro,Fred,NULL,NULL,NULL,NULL
